year,athlete_id,player,team,ppa_per_dropback,total_ppa_pass
2018,4039470,Marcus Childers,Northern Illinois,0,0.123
2018,4039495,Eli Peters,Toledo,0.18,49.016
2018,4039602,Khalil Tate,Arizona,0.443,107.701
2018,4039664,Luke Skipper,Tulsa,0.044,5.543
2018,4039901,Sawyer Smith,Troy,0.216,51.806
2018,4039910,Kaleb Barker,Troy,0.359,49.225
2018,4040407,Jack Abraham,Southern Miss,0.153,44.07
2018,4040616,Dwayne Haskins,Ohio State,0.481,263.688
2018,4040641,Johnathan Brantley,Eastern Illinois,0.115,2.867
2018,4040715,Jalen Hurts,Alabama,0.685,47.256
2018,4040826,Drew Anderson,Murray State,-0.159,-5.075
2018,4040873,Chris Helbig,Southern Utah,0.28,26.362
2018,4040880,Sam Noyer,Colorado,-0.571,-7.99
2018,4041531,Austin Simmons,South Dakota,0.045,2.539
2018,4042113,McKenzie Milton,UCF,0.535,156.898
2018,4042803,Conor Blount,Oregon State,0.295,50.818
2018,4043136,Jett Duffey,Texas Tech,0.269,44.646
2018,4043138,Colt Garrett,Texas Tech,6.753,6.753
2018,4043893,Nick Sproles,Florida,-0.199,-0.199
2018,4043931,Kaelan Riley,Mercer,-1.032,-10.317
2018,4043980,Luke Anthony,Abilene Christian,0.189,7.357
2018,4044111,Chris Oladokun,South Florida,0.058,3.026
2018,4044122,Anthony Russo,Temple,0.263,94.039
2018,4044431,K.J. Costello,Stanford,0.458,196.966
2018,4044447,Jack Richardson,Stanford,-0.891,-1.782
2018,4045290,Peyton Ramsey,Indiana,0.164,77.079
2018,4046678,Ian Book,Notre Dame,0.411,135.068
2018,4046743,Grant Loy,Bowling Green,0.725,9.431
2018,4047176,Cam Miller,Illinois,NA,0
2018,4047628,Logan Burnett,Mississippi State,1.594,1.594
2018,4047852,Dillon Sterling-Cole,Arizona State,-0.299,-0.597
2018,4048096,Drew Lisk,Utah,NA,0
2018,4051021,Daniel Smith,Campbell,0.373,12.668
2018,4051055,Andrew Haidet,Houston Christian,0.404,0.404
2018,4051100,Keenan Black,Delaware State,-0.715,-5.005
2018,4051442,Felix Harper,Alcorn State,-0.36,-2.518
2018,4051451,Cody Orgeron,McNeese,-0.416,-2.078
2018,4051481,Grant Kraemer,Drake,0.472,14.638
2018,4051573,Chase Fourcade,Nicholls,0.16,9.252
2018,4051645,Joe Mancuso,Richmond,-0.751,-0.751
2018,4051927,JaVaughn Craig,Austin Peay,0.037,0.405
2018,4052616,Colton Howell,Northern Iowa,-0.741,-8.152
2018,4054254,Charles Wright,Grambling,NA,0
2018,4055171,Anthony Gordon,Washington State,-0.235,-1.173
2018,4055191,Trey Tinsley,Washington State,0.628,5.649
2018,4056052,Armani Rogers,UNLV,0.043,5.551
2018,4058637,Dakota Rocker,Alabama State,-0.638,-6.376
2018,4239086,Desmond Ridder,Cincinnati,0.368,120.677
2018,4239134,David Pindell,UConn,0.167,56.116
2018,4239141,Marvin Washington,UConn,-0.371,-9.639
2018,4239400,Kingsley Ifedi,East Carolina,-0.611,-8.56
2018,4239714,Kyle Vantrease,Buffalo,-0.394,-3.548
2018,4239793,Tyler Johnston III,UAB,0.521,76.089
2018,4239936,EJ Perry,Boston College,0.171,7.192
2018,4239937,Matt McDonald,Boston College,1.363,9.541
2018,4239964,Isaiah Sanders,Air Force,0.575,47.187
2018,4239994,Chase Brice,Clemson,0.473,22.683
2018,4240020,James Blackman,Florida State,0.464,26.476
2018,4240069,Malik Cunningham,Louisville,0.241,15.426
2018,4240096,Matt McKay,NC State,1.387,2.774
2018,4240142,Alex Ramart,Akron,-0.836,-29.258
2018,4240351,Tyler Vander Waal,Wyoming,0.033,8.804
2018,4240391,Tommy DeVito,Syracuse,-0.086,-8.211
2018,4240452,Chris Katrenick,Duke,0.039,0.473
2018,4240570,Peyton Mansell,Iowa,0.686,5.49
2018,4240628,N'Kosi Perry,Miami,0.106,21.804
2018,4240633,Cade Weldon,Miami,-0.048,-0.143
2018,4240689,Jake Fromm,Georgia,0.579,181.758
2018,4240703,Kenny Pickett,Pittsburgh,0.043,14.366
2018,4240756,Tanner Morgan,Minnesota,0.309,50.104
2018,4240777,Danny Clark,Kentucky,NA,0
2018,4240792,Andrew Bunch,Nebraska,0.233,11.43
2018,4240858,Hendon Hooker,Virginia Tech,NA,0
2018,4240904,Kellen Mond,Texas A&M,0.266,117.898
2018,4240999,Peyton Derrick,App State,0.199,4.588
2018,4241057,Aldon Clark,Grambling,-0.034,-0.442
2018,4241193,Taylor Powell,Missouri,0.436,6.108
2018,4241222,Charlie Brewer,Baylor,0.336,140.559
2018,4241290,Jack Walker,Georgia State,0.24,0.72
2018,4241399,Chris Robison,Florida Atlantic,0.292,82.914
2018,4241464,Mac Jones,Alabama,0.12,1.561
2018,4241479,Tua Tagovailoa,Alabama,0.592,188.772
2018,4241553,Andre Nunez,Louisiana,0.299,90.748
2018,4241556,Levi Lewis,Louisiana,0.376,23.717
2018,4241635,Josh Adkins,New Mexico State,0.119,49.764
2018,4241667,Jaylen Gipson,Texas State,-0.231,-1.384
2018,4241669,Willie Jones III,Texas State,0.401,43.75
2018,4241820,Sam Ehlinger,Texas,0.361,161.27
2018,4241937,Kasim Hill,Maryland,0.117,21.342
2018,4241965,Rocky Lombardi,Michigan State,-0.017,-2.783
2018,4241992,Tate Martell,Ohio State,0.564,16.93
2018,4242210,Myles Brennan,LSU,0.58,3.478
2018,4242331,Jack Coan,Wisconsin,0.276,20.988
2018,4242332,Danny Vanden Boom,Wisconsin,2.625,2.625
2018,4242394,Michael Curtis,Massachusetts,0.322,13.516
2018,4242408,Chase Garbers,California,0.087,24.542
2018,4242418,Jordan Ta'amu,Ole Miss,0.41,164.706
2018,4242419,Graham Lindman,Wagner,0.23,3.456
2018,4242490,Braxton Burmeister,Oregon,0.235,2.114
2018,4242512,Malik Willis,Auburn,-0.71,-4.967
2018,4242546,Davis Mills,Stanford,-1.02,-2.041
2018,4242995,Jorge Reyna,Fresno State,0.613,7.358
2018,4243162,Tyler Lytle,Colorado,-0.001,-0.005
2018,4243216,Jack Sears,USC,0.407,11.798
2018,4243258,Jason Shelley,Utah,0.167,29.21
2018,4243276,Todd Centeio,Temple,0.103,1.966
2018,4243322,Jake Haener,Washington,-0.022,-0.302
2018,4243364,Connor Adair,Memphis,0.935,1.87
2018,4243456,Davis Shanley,Western Kentucky,0.258,38.446
2018,4243484,Jordan Hoy,Lamar,-2.15,-12.899
2018,4243535,D.J. Mack Jr.,UCF,0.095,10.468
2018,4243539,Noah Vedral,Nebraska,-0.541,-5.408
2018,4243715,Dalen Morris,Navy,NA,0
2018,4243787,De'Andre Johnson,Florida Atlantic,0.259,4.396
2018,4244029,Jarret Doege,Bowling Green,0.243,100.604
2018,4244068,Dustin Crum,Kent State,0.28,8.117
2018,4244601,Seth Boomer,Tulsa,0.14,30.683
2018,4244688,Nathan Rourke,Ohio,0.291,83.893
2018,4244804,Preston Hutchinson,Eastern Michigan,NA,0
2018,4244861,Evan Marshman,Rice,0.047,1.611
2018,4245107,Marcelo Rodriguez,Southern Miss,-1.424,-7.12
2018,4245191,Bryce Rivers,UTSA,0.148,10.689
2018,4245281,Colton Richardson,Idaho,-0.199,-2.186
2018,4245679,Rhett Rodriguez,Arizona,0.042,3.732
2018,4246097,Jack Chambers,Charleston Southern,-0.505,-2.019
2018,4246131,Jordan Smith,Gardner-Webb,0.095,2.66
2018,4246132,Jaylen Myers,Gardner-Webb,-0.736,-4.418
2018,4246897,Mason Cunningham,Liberty,0.104,0.73
2018,4247723,Ramar Williams,Howard,-0.073,-0.439
2018,4247780,Sean O'Malley,Lafayette,0.056,0.957
2018,4247919,Juwan Carter,Norfolk State,0.06,2.293
2018,4248282,Jalen Greene,Elon,-0.378,-0.378
2018,4248286,Davis Cheek,Elon,-0.232,-3.018
2018,4248313,Peyton Huslig,Missouri State,0.153,4.887
2018,4248684,JeMar Lincoln,Furman,-0.082,-0.408
2018,4248731,Robert Riddle,Mercer,0.187,3.548
2018,4248777,Jake Maier,UC Davis,0.093,9.58
2018,4248831,Jalani Eason,Portland State,0.34,6.458
2018,4248898,Wyatt Clapper,Sacramento State,-0.395,-1.185
2018,4249031,Baniko Harley,Austin Peay,-0.38,-1.14
2018,4249033,Jeremiah Oatsvall,Austin Peay,-0.186,-1.673
2018,4249295,Reece Udinski,VMI,-0.348,-26.1
2018,4249400,Cephus Johnson,South Alabama,-0.135,-2.561
2018,4249609,Shon Mitchell,William & Mary,0.415,10.375
2018,4249610,Ted Hefter,William & Mary,0.317,1.587
2018,4249726,Sema'J Davis,Abilene Christian,1.012,2.024
2018,4249970,Preston Rice,Murray State,0.441,1.323
2018,4249971,Corey Newble,Murray State,0.958,0.958
2018,4250012,Isaiah Robinson,Maine,-0.258,-9.283
2018,4250212,Aqeel Glass,Alabama A&M,0.035,1.022
2018,4250360,Bailey Zappe,Houston Christian,0.07,3.592
2018,4250414,Darryl Pearson Jr.,Alabama State,-0.201,-3.016
2018,4250466,TJ Bell,Savannah St,-0.802,-12.837
2018,4250678,Chauncey Caldwell,North Carolina Central,-0.306,-2.143
2018,4250679,Dominique Shoffner,North Carolina Central,NA,0
2018,4250843,Nick Conley,Nicholls,1.372,1.372
2018,4250903,Geremy Hickbottom,Grambling,-0.07,-1.326
2018,4250952,Joe Hudson,UT Martin,-0.371,-2.964
2018,4250970,Dresser Winn,UT Martin,0.096,7.975
2018,4251048,Tyrece Nick,South Carolina State,-0.154,-3.231
2018,4251112,Kaden Jenks,Weber State,-0.434,-10.854
2018,4251244,John Lampley,Southern,0.081,3.542
2018,4251245,Glendon McDaniel,Southern,-0.496,-2.478
2018,4251339,Max Smyth,Monmouth,-0.703,-0.703
2018,4251340,Brandon Harris,Monmouth,-0.025,-0.05
2018,4251826,Tyshaun James,Central Connecticut,-0.129,-0.517
2018,4255985,Aidan Willard,Oregon State,-1.209,-2.418
2018,4256908,Matthew Considine,Wake Forest,-1.432,-2.864
2018,4258191,Dylan McCaffrey,Michigan,0.767,12.273
2018,4258442,Cam Thomas,Army,0.386,1.157
2018,4259127,Mike Glass III,Eastern Michigan,0.403,47.598
2018,4259183,Garret McGuire,Baylor,NA,0
2018,4259219,Henry Colombi,Utah State,0.325,13.317
2018,4259269,Chris Reynolds,Charlotte,0.222,37.718
2018,4259269,Chris Reynolds,Charlotte,0.222,37.718
2018,4259505,Jay Urich,South Carolina,0.637,0.637
2018,4259592,Sean Clifford,Penn State,1.271,11.435
2018,4259966,Jack McDaniels,Delaware State,-0.09,-2.163
2018,4260395,Nick Sipe,Purdue,2.401,2.401
2018,4260440,Chase Cord,Boise State,0.345,3.103
2018,4261909,Isaiah Green,Marshall,0.224,75.61
2018,4262737,Jarrad Hayes,Jackson State,0.324,2.271
2018,4266583,D'Vonn Gibbons,Savannah St,-0.418,-7.114
2018,4291782,Chase Cunningham,Middle Tennessee,-0.752,-0.752
2018,4360056,Ben Bryant,Cincinnati,0.325,2.927
2018,4360129,Caiden Norman,East Carolina,-0.081,-0.162
2018,4360131,Holton Ahlers,East Carolina,0.172,46.712
2018,4360175,Clayton Tune,Houston,0.098,12.741
2018,4360176,Ike Ogbogu,Houston,-1.015,-1.015
2018,4360230,Emory Jones,Florida,0.258,4.382
2018,4360271,Tanner Mordecai,Oklahoma,0.384,1.535
2018,4360310,Trevor Lawrence,Clemson,0.398,155.946
2018,4360331,Miles Kendrick,Kansas,0.364,7.28
2018,4360372,M.J. Rivers II,Illinois,0.015,1.443
2018,4360403,Gunnar Holmberg,Duke,NA,0
2018,4360423,Michael Penix Jr.,Indiana,-0.027,-0.65
2018,4360480,Spencer Petras,Iowa,-3.673,-3.673
2018,4360537,William Brown,SMU,0.446,38.829
2018,4360634,Tyler DeSue,Maryland,0.747,1.494
2018,4360698,Joe Milton,Michigan,0.395,1.582
2018,4360738,Jack West,Stanford,-0.611,-3.055
2018,4360799,Jordan Travis,Louisville,-0.573,-9.171
2018,4360900,Jason Bean,North Texas,-1.97,-3.94
2018,4360916,Kason Martin,North Texas,0.356,4.628
2018,4360936,Zack Annexstad,Minnesota,0.084,16.617
2018,4361032,Bryce Carpenter,Coastal Carolina,0.136,9.107
2018,4361033,Fred Payton,Coastal Carolina,0.447,37.095
2018,4361182,Adrian Martinez,Nebraska,0.212,77.178
2018,4361259,Zach Wilson,BYU,0.278,56.697
2018,4361375,Justin Tomlin,Georgia Southern,NA,0
2018,4361435,Carson Strong,Nevada,NA,0
2018,4361467,Matt Romero,New Mexico State,-0.071,-10.084
2018,4361530,Artur Sitkowski,Rutgers,-0.134,-37.686
2018,4361566,Kenyon Oblad,UNLV,-0.465,-1.394
2018,4361573,Cade Fortin,North Carolina,0.044,2.944
2018,4361607,Andrew Peasley,Utah State,-0.22,-1.761
2018,4361636,John Paddock,Ball State,-0.018,-0.146
2018,4361690,Sean Chambers,Wyoming,0.649,16.232
2018,4361741,Brock Purdy,Iowa State,0.453,96.999
2018,4361902,Dan Ellington,Georgia State,0.303,88.913
2018,4361959,Quincy Patterson II,Virginia Tech,-0.718,-3.591
2018,4361994,Sam Hartman,Wake Forest,0.224,69.753
2018,4362029,Kai Locksley,UTEP,-0.071,-12.846
2018,4362030,Brandon Jones,UTEP,0.002,0.196
2018,4362140,Steven Krajewski,UConn,-0.026,-0.105
2018,4362159,Alan Bowman,Texas Tech,0.407,135.194
2018,4362211,Trey Lowe III,West Virginia,-1.25,-2.5
2018,4362230,Kaleb Eleby,Western Michigan,0.118,19.295
2018,4362260,Carter Bradley,Toledo,-0.329,-3.288
2018,4362340,Woody Barrett,Kent State,-0.012,-5.33
2018,4362365,Davis Brin,Tulsa,NA,0
2018,4362385,Quadry Jones,UCF,3.295,3.295
2018,4362431,Justin Rogers,TCU,-0.835,-1.67
2018,4362507,Jarren Williams,Miami,-1.022,-3.067
2018,4362528,Wiley Green,Rice,0.174,15.815
2018,4362534,Parker Towns,Rice,-0.675,-4.05
2018,4362563,George Pearson,Central Michigan,-0.015,-0.396
2018,4362667,Tyler Vitt,Texas State,0.074,15.552
2018,4362723,Gunnar Watson,Troy,-0.238,-3.088
2018,4362874,Matt Corral,Ole Miss,0.589,14.714
2018,4362887,Justin Fields,Georgia,0.21,9.029
2018,4362894,Jalen Mayden,Mississippi State,0.582,1.165
2018,4362915,Gerry Bohannon,Baylor,-0.969,-0.969
2018,4362942,Tate Whatley,Southern Miss,0.137,11.404
2018,4362982,Jordan Weeks,UTSA,-0.116,-6.842
2018,4362984,Cordale Grundy,UTSA,-0.032,-7.567
2018,4363077,Kavaris Thomas,Western Kentucky,-0.852,-0.852
2018,4363640,Jeremy Moussa,Hawai'i,0.307,3.066
2018,4365325,Colby Suits,UL Monroe,0.52,5.718
2018,4365938,Hunter Rodrigues,UC Davis,-0.086,-0.605
2018,4366961,Tommy Herion,New Hampshire,0.661,5.285
2018,4367178,Dorian Thompson-Robinson,UCLA,0.201,34.325
2018,4367414,Nikhil Nayar,Idaho,-0.273,-1.093
2018,4368129,Ryan Boyle,Indiana State,-0.868,-2.605
2018,4368342,Stone Labanowitz,Southern Illinois,0.111,0.111
2018,4368707,Harry Woodbery,Eastern Illinois,0.392,6.268
2018,4368908,Bailey Fisher,Tennessee Tech,-0.199,-2.786
2018,4369448,Darren Grainger,Furman,-0.067,-0.47
2018,4369910,Chance Newman,VMI,0.213,3.407
2018,4370775,Brennan Armstrong,Virginia,0.974,4.871
2018,4370935,Trazon Connley,Prairie View A&M,NA,0
2018,4371174,Jon Copeland,Incarnate Word,0.081,2.577
2018,4371261,Winston Jones,Nicholls,0.233,0.233
2018,4371339,Shelton Eppler,Northwestern State,0.059,0.948
2018,4371730,Brady McBride,Memphis,0.005,0.074
2018,4371942,Matt Robinson,Illinois,-0.597,-4.181
2018,4371976,Cord Sandberg,Auburn,1.852,1.852
2018,4372000,John Stephen Jones,Arkansas,-1.601,-9.608
2018,4372004,Connor Noland,Arkansas,-0.183,-9.319
2018,4372768,Phil Jurkovec,Notre Dame,-1.067,-2.133
2018,4373632,Jaren Hall,BYU,NA,0
2018,4373934,Chevan Cordeiro,Hawai'i,0.011,0.636
2018,4374303,JT Daniels,USC,0.23,86.976
2018,4374350,Asher O'Hara,Middle Tennessee,-0.183,-4.028
2018,4374379,Jonah Fitzgerald,Old Dominion,-0.067,-0.269
2018,4379400,Matthew Downing,Georgia,0.666,6.656
2018,4382332,Donald Hammond III,Air Force,0.439,31.61
2018,4383341,Derrick Ponder,Jackson State,-0.157,-4.878
2018,4383504,Skyler Perry,Arkansas-Pine Bluff,0.175,3.15
2018,4384187,Aaron Allen,Louisiana Tech,0.314,2.2
2018,4384546,Cory Fields,South Carolina State,-0.703,-0.703
2018,4386270,Michal Penix Jr,Indiana,0.925,9.254
2018,4389989,Golatt Jr.Dj,Morgan State,-0.657,-5.256
2018,4390098,Willie Jonesiii,Texas State,0.165,4.793
2018,4390173,M.J. Rivers,Illinois,0.466,7.451
2018,4390274,Rasean Mckay,Florida A&M,-0.332,-1.658
2018,4401728,Gerry Bohanon,Baylor,NA,0
2018,4404405,Jordan Taamu,Ole Miss,0.324,12.311
2019,3121083,Jacob Knipp,Northern Colorado,-0.131,-8.406
2019,3122176,Gage Gubrud,Washington State,0.607,6.675
2019,3122790,Darius Wade,Bowling Green,-0.023,-3.079
2019,3124529,Kilton Anderson,William & Mary,-0.13,-4.159
2019,3124884,Gunnar Amos,Idaho State,-0.243,-4.135
2019,3124900,Jake Luton,Oregon State,0.331,127.149
2019,3125336,Kevin Thomson,Sacramento State,0.106,9.954
2019,3125956,Randall West,Massachusetts,0.09,14.318
2019,3675812,Bryce Perkins,Virginia,0.201,107.387
2019,3728240,Kelly Bryant,Missouri,0.242,74.137
2019,3791110,Tommy Stevens,Mississippi State,0.213,37.569
2019,3791146,Elijah Sindelar,Purdue,0.43,48.143
2019,3843247,Justin McMillan,Tulane,0.226,76.833
2019,3858269,Ross Bowers,Northern Illinois,0.243,73.029
2019,3858944,Blake Barnett,South Florida,0.095,8.111
2019,3870490,Chris Chugunov,Ohio State,0.438,19.714
2019,3886565,Quinten Dormady,Central Michigan,0.249,69.639
2019,3886609,Alex Hornibrook,Florida State,0.228,32.622
2019,3886621,Ty Storey,Western Kentucky,0.306,110.671
2019,3886634,Alex Delton,TCU,-0.124,-6.459
2019,3893630,Brady White,Memphis,0.491,216.638
2019,3910083,McLane Carter,Rutgers,0.198,9.522
2019,3910249,Kenji Bahar,Monmouth,0.098,4.295
2019,3911636,Tyrie Adams,Western Carolina,-0.465,-9.769
2019,3912178,Brandon Battle,William & Mary,3.067,3.067
2019,3912536,Tom Stewart,Rice,0.141,23.961
2019,3913137,Alex Thomson,Marshall,0.807,8.074
2019,3913822,Case Cookus,Northern Arizona,0.33,16.156
2019,3914382,J'Mar Smith,Louisiana Tech,0.355,138.087
2019,3914395,James Morgan,Florida International,0.274,99.364
2019,3914569,Jaylon Henderson,Boise State,0.353,52.644
2019,3914836,Cristian Solano,Nevada,0.032,1.458
2019,3915379,Sheriron Jones,New Mexico,0.128,9.984
2019,3915436,Steven Montez,Colorado,0.238,100.577
2019,3915468,Riley Neal,Vanderbilt,0.078,21.525
2019,3915511,Joe Burrow,LSU,0.645,356.578
2019,3915966,TJ Green,Northwestern,0.249,2.739
2019,3916142,Brady Davis,Illinois State,-0.076,-2.518
2019,3916208,Ben Hicks,Arkansas,0.039,5.734
2019,3916383,Jackson Tyner,Texas Tech,-0.563,-4.505
2019,3916725,Tom Flacco,Towson,0.047,1.461
2019,3916726,Jon Wassink,Western Michigan,0.298,126.157
2019,3917141,Daniel David,Kennesaw State,0.092,2.125
2019,3917280,Nick Tiano,Chattanooga,-0.398,-6.374
2019,3917540,Aaron Winchester,Central Connecticut,0.5,11.998
2019,3917793,Quentin Harris,Duke,0.098,37.143
2019,3917848,Evan Shirreffs,Charlotte,-0.655,-1.309
2019,3917848,Evan Shirreffs,Charlotte,-0.655,-1.309
2019,3917957,Carter Stanley,Kansas,0.322,123.859
2019,3917958,Ryan Willis,Virginia Tech,0.348,43.453
2019,3918038,Chason Virgil,SE Louisiana,0.305,13.437
2019,3921561,Deondre Francois,Hampton,0.417,11.257
2019,3921648,Ryan Agnew,San Diego State,0.256,99.188
2019,3921685,Josh Love,San José State,0.355,174.186
2019,3921707,Dalton Sneed,Montana,0.041,1.343
2019,3921977,Daniel Santacaterina,Southeast Missouri State,-0.496,-11.912
2019,3923382,Brett Kean,Charlotte,0.158,4.421
2019,3923382,Brett Kean,Charlotte,0.158,4.421
2019,3927948,Ryan Stanley,Florida A&M,-0.102,-2.551
2019,3928455,Noah Johnson,Alcorn State,0.089,3.129
2019,3929199,Manny Miles,Kansas,0.206,3.713
2019,3929824,Brian Lewerke,Michigan State,0.194,87.402
2019,3932431,Nolan Henry,Notre Dame,NA,0
2019,3932451,Brandon Wimbush,UCF,0.318,7.637
2019,3932903,Mitchell Guadagni,Toledo,0.4,52.848
2019,3933108,Joe Pyle,Southeast Missouri State,-0.43,-3.011
2019,3933175,Carson Coats,Arkansas State,-0.153,-0.306
2019,3933408,Jalen Morton,Prairie View A&M,-0.08,-0.882
2019,3934183,Devin Williams,Texas Southern,-0.6,-6.595
2019,3945456,Akevious Williams,Bethune-Cookman,-0.027,-0.511
2019,3949979,Kylil Carter,North Carolina A&T,-0.197,-4.333
2019,4027419,Eric Barriere,Eastern Washington,-0.306,-11.304
2019,4027860,Gresch Jensen,Texas State,0.054,10.489
2019,4028076,Davis Alexander,Portland State,-0.081,-4.434
2019,4029885,Stephen Calvert,Liberty,0.392,179.688
2019,4030387,Chance Thrasher,East Tennessee State,0.06,0.359
2019,4030389,Austin Bradley,Hampton,-0.137,-0.137
2019,4030476,John Chiarolanzio,Bucknell,0.505,4.039
2019,4030477,Jake Wilson,Bucknell,-0.166,-0.166
2019,4030554,Emmett Clifford,Holy Cross,-0.696,-4.873
2019,4030759,DeAndre Harris,Morgan State,0.584,16.339
2019,4031136,Connor Sampson,Western Illinois,-0.232,-10.22
2019,4032198,Breylin Smith,Central Arkansas,0.035,2.882
2019,4032575,Joe Newman,Wofford,0.789,7.103
2019,4032658,Brendan Bognar,Murray State,-0.039,-0.427
2019,4032735,Vito Priore,Rhode Island,0.134,12.561
2019,4033843,Jack Cassidy,Stony Brook,0.182,5.09
2019,4033850,Tyquell Fields,Stony Brook,-0.23,-3.213
2019,4033880,Ryan Stover,Towson,0.435,2.174
2019,4034303,Chris Ferguson,Maine,0.183,8.761
2019,4034466,James Smith Jr.,Eastern Kentucky,-1.583,-1.583
2019,4034540,Colby Cornett,Southeast Missouri State,0.373,0.746
2019,4034572,Luke Ward,Tennessee Tech,0.891,7.128
2019,4034607,Liam Welch,Samford,-0.26,-6.505
2019,4034857,Patrick O'Brien,Colorado State,0.352,125.547
2019,4034946,Kyle Trask,Florida,0.395,147.605
2019,4034948,Feleipe Franks,Florida,0.569,41.549
2019,4035003,Jacob Eason,Washington,0.293,124.141
2019,4035051,Gunnar Hoak,Ohio State,1.491,11.925
2019,4035167,Jarrett Guarantano,Tennessee,0.321,86.316
2019,4035225,Nick Starkel,Arkansas,0.179,32.318
2019,4035285,Deuce Wallace,Vanderbilt,-0.288,-31.11
2019,4035292,Shea Patterson,Michigan,0.273,109.996
2019,4035312,Anthony Brown,Boston College,0.598,82.563
2019,4035409,Zach Smith,Tulsa,0.247,114.178
2019,4035584,Cole Kelley,SE Louisiana,-0.601,-0.601
2019,4035588,Jack Lindsey,Arkansas,-0.045,-1.358
2019,4035603,Malik Henry,Nevada,0.12,9.368
2019,4035633,Aidan Smith,Northwestern,-0.07,-12.478
2019,4035671,Tyler Huntley,Utah,0.524,167.699
2019,4035691,Matt Fink,USC,0.175,15.713
2019,4035765,Kare Lyles,Southern Illinois,0.125,4.002
2019,4035823,Devon Modster,California,-0.021,-2.898
2019,4035894,Tyriek Starks,Prairie View A&M,0.21,2.518
2019,4035995,Jawon Pass,Louisville,0.278,13.91
2019,4036065,Thomas MacVittie,Kansas,-3.077,-3.077
2019,4036149,Nathan Stanley,Iowa,0.232,97.417
2019,4036210,Tyrrell Pigrome,Maryland,-0.15,-18.64
2019,4036262,Brandon Peters,Illinois,0.191,55.777
2019,4036357,Collin Hill,Colorado State,0.464,47.32
2019,4036378,Jordan Love,Utah State,0.201,98.399
2019,4036419,Skylar John Thompson,Kansas State,0.365,113.517
2019,4036427,Jacob Huesman,App State,1.383,9.681
2019,4036429,Zac Thomas,App State,0.354,132.998
2019,4036473,Logan Bonner,Arkansas State,0.22,36.018
2019,4036510,Messiah DeWeaver,Old Dominion,-0.064,-5.155
2019,4036585,Caleb Evans,UL Monroe,0.255,102.175
2019,4036923,Kelvin Hopkins Jr.,Army,0.036,2.945
2019,4037118,Mo Hasan,Vanderbilt,0.28,3.362
2019,4037121,Rex Culpepper,Syracuse,-0.939,-0.939
2019,4037213,Jamie Newman,Wake Forest,0.332,125.855
2019,4037293,Lucas Johnson,Georgia Tech,-0.096,-3.821
2019,4037420,Drayton Arnold,Chattanooga,-0.41,-4.096
2019,4037449,Jack Allison,West Virginia,-0.004,-0.112
2019,4037495,Jake Sopko,Cincinnati,NA,0
2019,4037556,Steven Duncan,Western Kentucky,0.173,20.644
2019,4037603,Josh Jackson,Maryland,0.013,2.877
