year,athlete_id,player,team,ppa_per_dropback,total_ppa_pass
2023,4876245,PJ London,Northern Arizona,-2.364,-2.364
2023,4876330,Jackson Berry,Southern Utah,-0.205,-0.205
2023,4876376,Creyton Cooper,Weber State,-1.189,-2.377
2023,4876406,Guenson Alexis,Wagner,1.045,21.942
2023,4876423,Tommy Brown,Wagner,NA,0
2023,4876457,Jake Willcox,Brown,0.406,157.82
2023,4876662,Michael Brescia,Colgate,0.176,19.36
2023,4876789,Luke Durkin,Davidson,0.132,3.703
2023,4876810,Blake Ellingson,Drake,-0.382,-6.871
2023,4876839,Frankie Savino,Monmouth,0.026,0.052
2023,4876865,Carter Cravens,Morehead State,0.233,61.495
2023,4876948,Warner Bush,Presbyterian,1.162,1.162
2023,4876994,Tanner Jellison,San Diego,0.9,20.705
2023,4877040,Ahmad Green,The Citadel,3.109,3.109
2023,4877123,Haynes Eller,East Tennessee State,0.593,17.202
2023,4877211,Jace Wilson,Texas Southern,0.141,16.316
2023,4877296,CJ Ogbonna,Buffalo,-0.029,-0.468
2023,4877380,Quincy Crittendon,Samford,-0.455,-2.276
2023,4877387,Junior Muratovic,Florida A&M,-0.822,-0.822
2023,4877561,Brody Palhegyi,Western Carolina,0.444,17.32
2023,4877583,Kyle Pinnix,Wofford,0.96,7.682
2023,4877717,Matthew Caldwell,Gardner-Webb,0.317,28.234
2023,4877782,Ah-Shaun Davis,Lafayette,0.757,4.543
2023,4877811,Billy Atkins,James Madison,NA,0
2023,4877890,Kyle Wickersham,Richmond,0.294,52.325
2023,4878118,Daron Bryden,Stony Brook,0.231,14.107
2023,4878151,Darius Wilson,William & Mary,0.22,37.257
2023,4878188,Chad Martini,Cornell,-0.245,-0.979
2023,4878197,Jameson Wang,Cornell,0.494,144.236
2023,4878223,Jackson Proctor,Dartmouth,0.675,54.658
2023,4878255,Aidan Sayin,Pennsylvania,0.33,101.611
2023,4878284,Tommy Rittenhouse,Illinois State,0.645,13.544
2023,4878286,Timothy Dorsey,East Tennessee State,-0.582,-9.902
2023,4878681,Davis Warren,Michigan,-1.379,-5.514
2023,4878834,Matt Morrissey,Western Illinois,0.372,103.512
2023,4878884,Jon Bell,South Dakota State,-1.46,-2.919
2023,4878885,Cade Rice,Wofford,NA,0
2023,4878912,Hunter Simmons,Southern Illinois,0.274,7.66
2023,4878988,Gavin McCusker,Merrimack,0.47,17.404
2023,4879058,Joe Pesansky,Holy Cross,0.756,32.494
2023,4879079,Brock Bagozzi,Marist,0.164,34.718
2023,4879091,Logan Brabham,Marist,0.261,31.094
2023,4879147,Michael Appel Jr.,Valparaiso,-0.292,-7.885
2023,4879223,Trey Feeney,North Dakota,0.583,11.669
2023,4879225,Simon Romfo,North Dakota,0.209,0.417
2023,4879250,Cole Payton,North Dakota State,0.322,10.933
2023,4879251,Peter Anderson,North Dakota State,-1.063,-2.127
2023,4879535,Dalton McElyea,Stephen F. Austin,NA,0
2023,4879928,Bryson Daily,Army,0.375,43.924
2023,4880252,Giles Pooler,Colorado State,4.327,4.327
2023,4880272,Byrum Brown,South Florida,0.27,121.696
2023,4881352,Jack Shields,Old Dominion,0.104,5.284
2023,4881825,Collin Drake,Georgia,1.663,1.663
2023,4882088,Alston Hooker,North Carolina A&T,0.595,10.118
2023,4883675,Ryan Roberts,McNeese,0.323,17.787
2023,4883877,Joe Crifasi,Central Connecticut,3.956,3.956
2023,4884086,Jalen Macon,Arkansas-Pine Bluff,0.342,18.817
2023,4884392,Christopher Zellous,Hampton,0.251,24.355
2023,4885435,Cole Dugger,Lindenwood,0.366,41.69
2023,4885467,Carter Davis,Lindenwood,0.514,22.597
2023,4887151,Andrew Body,Texas Southern,0.319,12.141
2023,4887446,Gevani McCoy,Idaho,0.477,147.865
2023,4887635,Brady Meitz,Stetson,0.561,61.747
2023,4887689,Duce Taylor,Morgan State,0.166,5.817
2023,4888130,Noah Bodden,Southern,0.851,22.964
2023,4889929,Quinn Ewers,Texas,0.402,159.06
2023,4890365,Tyler Szalkowski,Robert Morris,0.345,8.613
2023,4890420,Dino Maldonado,Mississippi Valley State,0.631,4.415
2023,4893657,Gavin Wimsatt,Rutgers,0.175,51.319
2023,4895117,Jiya Wright,UL Monroe,0.061,12.894
2023,4895835,Malcolm Brown,Morgan State,2.039,2.039
2023,4896167,Jake Johnson,Austin Peay,1.139,1.139
2023,4896184,C.J. Henry,Delaware State,-0.017,-0.101
2023,4899046,Brendan Sorsby,Indiana,0.206,51.038
2023,4899880,Bennett Meredith,Purdue,-0.307,-3.988
2023,4911929,Alonza Barnett,James Madison,-0.828,-8.277
2023,4911961,Jack Lausch,Northwestern,-0.442,-2.21
2023,4912238,Turner Helton,Western Kentucky,0.377,5.281
2023,4912647,Austin Novosad,Oregon,0.267,2.933
2023,4912864,Raheim Jeter,East Carolina,-0.855,-1.71
2023,4915622,Jake Strong,Texas Tech,0.449,26.066
2023,4915713,Walter Taylor,Vanderbilt,-0.726,-10.887
2023,4915837,Grayson Loftis,Duke,0.244,39.554
2023,4915980,John Mateer,Washington State,0.883,13.245
2023,4916436,E.J. Warner,Temple,0.305,132.514
2023,4916888,Bert Emanuel Jr.,Central Michigan,2.884,11.537
2023,4917093,Ryan Staub,Colorado,0.047,2.035
2023,4917305,Cam'Ron McCoy,Eastern Michigan,-0.291,-7.859
2023,4918099,Kenny Minchey,Notre Dame,0.185,0.37
2023,4920153,William Watson III,Virginia Tech,-1.018,-1.018
2023,4920156,Dylan Rizk,UCF,-0.235,-1.413
2023,4920158,Brock Glenn,Florida State,-0.168,-9.394
2023,4920192,Carson Conklin,Sacramento State,0.268,24.671
2023,4920193,Ethan Crawford,Southern Miss,0.118,5.423
2023,4920227,Giovanni Lopez,South Alabama,0.394,22.842
2023,4923050,Israel Carter,South Florida,0.139,0.277
2023,4923285,McCae Hillstead,Utah State,0.233,28.189
2023,4993406,CJ Tiller,Boise State,0.128,2.95
2023,5044387,Anthony Colandrea,Virginia,0.325,83.136
2023,5054036,Jackson Brousseau,Colorado State,-1.057,-2.114
2023,5074245,Broc Lowry,Indiana,0.281,0.281
2023,5075392,Keldric Luster,SMU,-0.196,-1.175
2023,5075800,Emory Williams,Miami,0.256,18.714
2023,5075805,Aidan Chiles,Oregon State,0.545,21.252
2023,5076949,Evan Bullock,Louisiana Tech,-0.116,-0.696
2023,5077693,Blake Murphy,UL Monroe,0.164,17.924
2023,5078166,Ajani Sheppard,Rutgers,0.748,1.495
2023,5078278,Lincoln Kienholz,Ohio State,-0.057,-1.311
2023,5078810,Sam Leavitt,Michigan State,0.234,5.388
2023,5080403,Jaylen Raynor,Arkansas State,0.396,115.498
2023,5081178,Trace Campbell,UAB,0.167,1.507
2023,5081197,Grady Brosterhous,Virginia,2.528,2.528
2023,5081239,Steven Johnson,Charlotte,0.108,0.758
2023,5081239,Steven Johnson,Charlotte,0.108,0.758
2023,5081405,AJ Swann,Vanderbilt,0.253,50.406
2023,5081504,Blake Horvath,Navy,0.281,3.647
2023,5081847,Ethan Rhodes,NC State,NA,0
2023,5081856,Nate Glantz,McNeese,0.104,13.004
2023,5082005,Tyriq Starks,Florida Atlantic,0.004,0.048
2023,5082118,Zach Mundell,Army,0.421,0.842
2023,5082125,Dewayne Coleman,Army,NA,0
2023,5082330,John Alan Richter,Toledo,1.202,4.807
2023,5082361,Damon Stewart,Alabama State,0.461,79.343
2023,5082633,Evan Svoboda,Wyoming,0.13,5.075
2023,5082965,Tommy Ulatowski,Kent State,0.157,19.103
2023,5083042,Skyler Locklear,Austin Peay,1.553,4.659
2023,5083145,Bo Kelly,Cal Poly,0.108,11.791
2023,5083171,Jack Layne,Idaho,0.735,21.326
2023,5083213,Jordan Reed,Montana State,0.092,2.857
2023,5083223,Shea Kuykendall,Northern Colorado,0.242,19.153
2023,5083285,Tanner Maddocks,Villanova,0.705,4.228
2023,5083373,Ashten Snelsire,Richmond,-0.352,-1.056
2023,5083436,Barry Kleinpeter,New Hampshire,-0.143,-0.57
2023,5083490,Ayden Pereira,Maine,1.209,1.209
2023,5083569,Jaden Craig,Harvard,0.303,27.306
2023,5083757,Paxton DeLaurent,Southeast Missouri State,0.334,84.426
2023,5083758,Patrick Heitert,Southeast Missouri State,0.178,21.496
2023,5083802,Alex Brown,Bucknell,3.247,3.247
2023,5083846,Ryan Schuster,Lafayette,-0.09,-0.717
2023,5083847,Dean DeNobile,Lafayette,0.588,128.103
2023,5083895,Luke Schomburg,Chattanooga,0.284,22.473
2023,5083909,Connor Masters,Samford,0.528,2.642
2023,5083941,Collin Shannon,VMI,0.079,7.644
2023,5083986,Jamari Jones,Mississippi Valley State,-0.435,-2.174
2023,5084053,Maddux Richey,Tennessee Tech,-0.571,-4.566
2023,5084084,Kevin Jennings,SMU,0.287,30.958
2023,5084180,Diego Pavia,New Mexico State,0.374,141.541
2023,5084304,Chancellor Edwards,Arkansas-Pine Bluff,-0.015,-1.345
2023,5084305,Mekhi Hagens,Arkansas-Pine Bluff,0.016,0.814
2023,5084348,Colin Parachek,Marshall,-0.824,-0.824
2023,5084350,Matthew Middleton,Morehead State,-0.144,-0.144
2023,5084352,Bryce Patterson,Morehead State,0.619,12.371
2023,5084404,Liam O'Brien,Pennsylvania,0.078,0.234
2023,5084553,William Riddle,East Tennessee State,0.127,10.196
2023,5084769,Angel H Flores,Northern Arizona,0.442,22.965
2023,5084802,AJ Wilson,Houston Christian,0.876,12.263
2023,5084828,Luke Bottari,Utah,0.692,6.923
2023,5085112,Emmett Brown,Washington State,0.836,2.507
2023,5085134,Cannon Turner,Air Force,NA,0
2023,5085259,Ashton Frye,Jacksonville State,-0.268,-2.949
2023,5085337,Keyone Jenkins,Florida International,0.201,68.388
2023,5085356,Austin Myers,Central Arkansas,4.837,4.837
2023,5085570,Logan Gonzalez,Portland State,0.496,4.959
2023,5085608,Brian Harper,Weber State,0.191,0.191
2023,5085644,Coulter Cleland,Davidson,0.346,46.044
2023,5085714,Jordan Pachot,Missouri State,0.524,145.632
2023,5085718,Hess Horne,Mercer,-0.925,-2.776
2023,5085784,Chase Mason,South Dakota State,0.359,5.028
2023,5085788,Enzo Arjona,Monmouth,0.131,1.313
2023,5085808,Marqui Adams,Delaware State,0.328,48.94
2023,5085848,Carson Jones,Furman,0.171,16.88
2023,5085941,Zach Osborne,Colgate,0.439,30.728
2023,5086102,Cameron Hergott,Eastern Kentucky,-0.534,-0.534
2023,5086182,Jack Capaldi,Fordham,1.669,1.669
2023,5086517,Will Lankford,Elon,-0.457,-5.489
2023,5086596,Tobin O'Dell,San Diego State,-0.325,-0.649
2023,5086865,Tony Bartalo,Charleston Southern,0.019,0.286
2023,5086920,Eli Brickhandler,North Carolina A&T,-0.017,-0.727
2023,5086970,Ryan O'Connor,Delaware,0.224,56.735
2023,5086995,Dante Casciola,Dayton,-0.058,-3.143
2023,5087130,Jordan Heisey,Duquesne,NA,0
2023,5087297,Ja'Shawn Scroggins,Howard,0.005,0.02
2023,5087329,Rishon Holmes,Towson,NA,0
2023,5088096,Ty Englehart,Presbyterian,0.403,15.314
2023,5088103,Tyler Wesley,Presbyterian,0.239,51.081
2023,5088158,Matt Arvanitis,Stonehill,-0.967,-1.934
2023,5088166,Ashur Carraha,Stonehill,0.349,64.284
2023,5088330,Cole Doyle,St. Francis (PA),0.48,76.265
2023,5088334,Nick Whitfield Jr.,St. Francis (PA),0.71,29.801
2023,5088339,Adrian Mejia,St. Francis (PA),0.338,6.416
2023,5088893,Cade McConnell,UTEP,0.295,53.601
2023,5088992,Amari Powell,St. Thomas (MN),1.142,42.238
2023,5088995,Travis Plugge,St. Thomas (MN),-0.836,-0.836
2023,5089022,Nyqua Lett,Alabama State,-0.14,-1.256
2023,5089190,Marshall Howe,Yale,-0.303,-0.606
2023,5089314,Hank Brown,Auburn,0.5,4.499
2023,5089335,Rowan Keefe,Valparaiso,0.113,10.965
2023,5089540,Cole Gonzales,Western Carolina,0.698,184.846
2023,5089862,Quaterius Hawkins,Northwestern State,0.145,14.038
2023,5090099,Maurice Smith,Long Island University,0.41,0.819
2023,5091786,Brian Mauer,Stephen F. Austin,0.688,14.444
2023,5091890,Kadin Semonza,Ball State,0.205,17.465
2023,5092306,Justin Holaday,New Mexico,NA,0
2023,5092781,Jack Turner,Louisiana Tech,0.287,38.985
2023,5093148,Nebanye Moore,Bethune-Cookman,0.039,0.274
2023,5093185,Noah Walters,North Alabama,0.202,57.475
2023,5093930,Thomas Landry,East Texas A&M,-0.851,-3.405
2023,5095112,Zach Tanner,Robert Morris,0.24,6.481
2023,5095245,Andre Washington,South Carolina State,-0.165,-4.452
2023,5095771,Ethan Greenwood,Long Island University,0.258,6.195
2023,5096813,Channing Dumas,Prairie View A&M,0.194,0.582
2023,5100516,Damien Mazil,Wagner,-0.037,-1.082
2023,5104573,Earl Woods,Jacksonville State,NA,0
2023,5104738,Ryan Browne,Purdue,-0.117,-1.99
2023,5105849,Devon Dampier,New Mexico,0.578,38.173
2023,5121691,Blaze Berlowitz,New Mexico State,-0.038,-0.693
2023,5122548,Hayden Timosciek,Bowling Green,0.103,0.924
2023,5123228,Blake Boda,Coastal Carolina,1.882,1.882
2023,5150296,Larry Robinson,Army,-0.391,-2.345
2023,5150300,Champ Harris,Army,0.09,3.233
2023,5150611,Jake Retzlaff,BYU,-0.158,-20.045
2023,5150645,Ui Ale,Houston,0.257,2.309
2023,5150691,Tanner Hughes,Iowa State,NA,0
2023,5151060,Cole Ballard,Kansas,0.249,9.946
2023,5151218,Lucian Anderson III,Bowling Green,NA,0
2023,5151231,Forrest Brock,Temple,-0.227,-3.866
2023,5151469,Ike Udengwu III,Eastern Michigan,-0.168,-5.034
2023,5151618,Kirk Francis,Tulsa,0.431,52.635
2023,5151904,John Busha,Air Force,0.271,5.428
2023,5151948,Joey Aguilar,App State,0.46,208.169
2023,5152503,Adam Damante,Northern Arizona,0.361,52.275
2023,5152839,Jaylen King,Gardner-Webb,0.071,10.074
2023,5153782,Amari Odom,Wofford,0.23,4.137
2023,5153845,Zach Marker,Delaware,0.602,22.863
2023,5153846,Nick Minicucci,Delaware,-0.053,-4.119
2023,5153849,Daniel Lipovski,Delaware,-0.199,-0.997
2023,5157067,Gavin Kuld,Colorado,-0.56,-1.679
2023,5158343,Braxton Woodson,Navy,-0.453,-22.181
2023,5158834,Jacob Jones,Grambling,-0.558,-0.558
2023,5163532,Dominiq Ponder,Bethune-Cookman,-0.048,-0.29
2023,5163745,Jalyn Gramstad,Northwestern (IA),0.527,21.084
2024,102597,Will Rogers,Washington,0.381,118.43
2024,4360480,Spencer Petras,Utah State,0.31,89.496
2024,4360689,Tyler Shough,Louisville,0.404,159.428
2024,4360890,Jordan McCloud,Texas State,0.43,163.07
2024,4361025,Jack Tuttle,Michigan,0.082,4.434
2024,4362075,Cameron Rising,Utah,0.317,21.856
2024,4362159,Alan Bowman,Oklahoma State,0.355,117.813
2024,4362915,Gerry Bohannon,BYU,-0.507,-2.029
2024,4369910,Chance Newman,Northwestern State,0.702,4.211
2024,4371078,Romelo Williams,Virginia St,0.869,13.897
2024,4373895,Ben Wooldridge,Louisiana,0.358,106.978
2024,4379400,Matthew Downing,Elon,0.402,100.166
2024,4384603,Will McElvain,Central Arkansas,0.521,86.434
2024,4426335,Graham Mertz,Florida,0.274,26.879
2024,4426417,Jacob Zeno,UAB,0.185,20.486
2024,4426430,Taisun Phommachanh,Massachusetts,0.22,52.769
2024,4426444,Connor Bazelak,Bowling Green,0.288,121.959
2024,4426499,Hank Bachmeier,Wake Forest,0.221,83.435
2024,4426657,Ryan Hilinski,Northwestern,0.418,5.852
2024,4426687,Johnathan Bennett,The Citadel,0.44,75.199
2024,4426688,Kaiden Bennett,Sacramento State,-0.043,-1.98
2024,4426847,Zach Calzada,Incarnate Word,0.451,191.247
2024,4426884,Quincy Casey,West Georgia,0.592,62.738
2024,4426894,Dante Chachere,Portland State,0.433,102.661
2024,4427191,Dequan Finn,Baylor,-0.068,-3.14
2024,4427238,Dillon Gabriel,Oregon,0.449,200.087
2024,4427243,Brett Gabbert,Miami (OH),0.223,82.594
2024,4427313,Ta'Quan Roberson,Kansas State,-0.258,-1.808
2024,4427354,Jarrett Guest,Bryant,0.291,53.307
2024,4427455,Cade McNamara,Iowa,0.169,29.314
2024,4427731,Tyler Knoop,Stony Brook,0.316,74.986
2024,4427911,Hollis Mathis,William & Mary,0.995,53.755
2024,4427936,Grayson McCall,NC State,0.214,16.031
2024,4427949,Clifton McDowell,McNeese,0.562,55.619
2024,4427966,Maverick McIvor,Abilene Christian,0.344,144.631
2024,4428439,Collin Schlee,Virginia Tech,0.04,2.279
2024,4428693,Trent Tompkins,UC Davis,0.854,52.925
2024,4428805,Connor Watkins,Villanova,0.121,40.181
2024,4428887,Davis Beville,South Carolina,0.234,1.873
2024,4428961,Jordan Yates,Tennessee Tech,0.511,9.712
2024,4428993,Haynes King,Georgia Tech,0.468,128.222
2024,4429020,D.J. Uiagalelei,Florida State,0.131,21.666
2024,4429032,Hudson Card,Purdue,0.146,36.992
2024,4429066,Jeff Sims,Arizona State,0.091,2.446
2024,4429068,Ethan Garbers,UCLA,0.278,108.927
2024,4429088,Drew Pyne,Missouri,-0.04,-3.33
2024,4429120,Micah Bowens,Bethune-Cookman,-0.332,-3.652
2024,4429145,Harrison Bailey,Louisville,0.601,16.225
2024,4429149,Brendon Lewis,Nevada,0.239,81.158
2024,4429179,Aidan Bouman,South Dakota,0.476,150.792
2024,4429191,Deuce Hogan,New Mexico State,-0.366,-6.958
2024,4429435,Brady Cook,Missouri,0.3,99.994
2024,4429463,Jacolby Criswell,North Carolina,0.25,83.736
2024,4429582,Joe Fagnano,UConn,0.342,71.408
2024,4429595,Chandler Fields,Louisiana,0.614,54.604
2024,4429620,Justin Fomby,North Carolina A&T,0.153,34.213
2024,4429665,Terrance Gipson,Eastern Illinois,0.561,17.936
2024,4429801,Tucker Gleason,Toledo,0.332,122.687
2024,4429847,Garrett Greene,West Virginia,0.282,92.724
2024,4429915,Jaden Johnson,Prairie View A&M,0.23,39.326
2024,4429955,Will Howard,Ohio State,0.575,245.005
2024,4430033,Cooper Legas,Tulsa,0.171,28.432
2024,4430041,Michael Lindauer,Southern Illinois,0.337,19.89
2024,4430431,Kurtis Rourke,Indiana,0.544,183.99
2024,4430452,Nik Scalzo,Samford,-0.926,-0.926
2024,4430590,Payton Thorne,Auburn,0.361,121.129
2024,4430699,Jack Salopek,Elon,0.004,0.364
2024,4430775,Hayden Wolff,Western Michigan,0.351,105.681
2024,4430836,Chubba Purdy,Nevada,0.122,3.421
2024,4430841,Carson Beck,Georgia,0.353,160.556
2024,4430912,Malakai Anthony,Merrimack,-0.141,-4.094
2024,4430950,Jefferson Boaz,Western Carolina,1.016,2.031
2024,4431091,Ben Finley,Akron,0.201,73.431
2024,4431114,Ben Gulbranson,Oregon State,0.212,28.017
2024,4431246,Baron May,Bowling Green,6.9,6.9
2024,4431302,Ricky Ortega,Central Connecticut,-0.325,-3.255
2024,4431325,Taylen Green,Arkansas,0.334,134.624
2024,4431375,Ken Seals,TCU,0.663,7.956
2024,4431387,Evan Simon,Temple,0.199,61.807
2024,4431397,Logan Smothers,Jacksonville State,0.147,2.784
2024,4431416,Kiael Kelly,Ball State,-0.522,-4.177
2024,4431465,Behren Morton,Texas Tech,0.289,136.23
2024,4431535,Jake Rubley,Illinois State,0.148,9.163
2024,4431565,Walter Simmons III,Bethune-Cookman,NA,0
2024,4431580,Miller Moss,USC,0.263,97.275
2024,4431633,Will Crowder,Troy,0.504,32.73
2024,4431948,TJ Finley,Western Kentucky,0.138,10.642
2024,4431976,Dustin Fletcher,The Citadel,-0.248,-1.736
2024,4432138,Mason Garcia,Austin Peay,-0.313,-3.444
2024,4432368,Luke MacPhail,Utah Tech,-0.181,-0.543
2024,4432556,Kody Sparks,UT Martin,-1.015,-1.015
2024,4432612,Christian Veilleux,Georgia State,0.22,65.354
2024,4432690,Dematrius Davis,UTSA,NA,0
2024,4432703,Jake Garcia,East Carolina,0.173,30.891
2024,4432722,Athan Kaliakmanis,Rutgers,0.248,100.516
2024,4432734,Jalen Milroe,Alabama,0.321,109.084
2024,4432759,Sawyer Robertson,Baylor,0.412,154.412
2024,4432762,Shedeur Sanders,Colorado,0.342,171.906
2024,4432767,Preston Stone,SMU,0.367,20.195
2024,4432782,Brock Vandagriff,Kentucky,0.221,51.843
2024,4432803,Kaidon Salter,Liberty,0.278,75.319
2024,4433824,Hank Gibbs,Northern Colorado,0.74,3.7
2024,4433886,Tate Rodemaker,Southern Miss,0.011,1.906
2024,4433932,Mike Wright,Northwestern,0.051,3.432
2024,4433969,Timmy McClain,Arkansas State,0.394,9.84
2024,4433971,Kyle McCord,Syracuse,0.38,230.003
2024,4565180,Peter Costelli,Northern Colorado,0.568,31.795
2024,4565187,Jalen Kitna,UAB,0.267,91.657
2024,4565315,Blake Shapen,Mississippi State,0.319,36.666
2024,4565355,Dexter Williams II,Georgia Southern,0.542,16.803
2024,4565552,Deacon Hill,Utah Tech,0.285,15.934
2024,4565892,Navy Shuler,Tennessee,-0.534,-1.603
2024,4567031,Michael Kern,Wake Forest,0.093,3.993
2024,4567149,KJ Jefferson,UCF,0.208,24.12
2024,4567241,Kinkead Dent,UT Martin,0.318,91.677
2024,4567707,Grayson James,Boston College,0.252,45.04
2024,4567747,Garrett Nussmeier,LSU,0.34,181.723
2024,4568336,Zach Gibson,Georgia State,0.232,37.044
2024,4568411,Cornelious Brown,Alabama A&M,0.63,112.105
2024,4569184,Trenton Bourguet,Arizona State,1.603,4.808
2024,4569414,Chase Artopoeus,Chattanooga,0.496,105.599
2024,4569535,Jacob Clark,Missouri State,0.485,184.388
2024,4569598,Dylan Morris,James Madison,0.647,0.647
2024,4570048,Michael Johnson Jr.,Syracuse,0.019,0.094
2024,4570057,Cole Snyder,Eastern Michigan,0.188,71.236
2024,4570088,Connor Genal,Morehead State,0.056,3.047
2024,4570154,Preston Brown,Catawba,0.276,10.223
2024,4570259,Daniel Richardson,Florida A&M,0.479,136.996
2024,4570554,Chandler Rogers,California,-0.317,-7.928
2024,4570743,Santino Marucci,New Mexico State,-0.017,-1.484
2024,4571272,Nick Howard,Butler,0.536,28.415
2024,4571293,Miles Hastings,UC Davis,0.463,223.142
2024,4571364,Hajj-Malik Williams,UNLV,0.218,59.75
2024,4571721,Pierce Holley,Eastern Illinois,0.382,143.354
2024,4572038,Ren Hefley,Gardner-Webb,0.199,8.172
2024,4572934,Seth Morgan,New Hampshire,0.453,148.896
2024,4573398,Max Brosmer,Minnesota,0.297,123.631
2024,4573455,Darius Perrantes,Duquesne,0.821,195.338
2024,4574024,Rob McCoy,Charleston Southern,0.086,0.862
2024,4574106,Matt O'Connor,Stetson,-0.111,-5.554
2024,4574356,Tyler Huff,Jacksonville State,0.378,114.519
2024,4574487,Jabari Blake,Virginia St,-0.115,-0.115
2024,4574790,Harold Blood,Missouri,NA,0
2024,4576127,Haden Carlson,Florida International,-0.386,-2.316
2024,4576152,Quincy Vaughn,North Dakota,0.971,9.71
2024,4576189,Aveon Smith,Alabama A&M,0.684,19.143
2024,4577440,Grant Sergent,San Diego,0.393,121.577
2024,4577580,Gino English,East Tennessee State,0.357,28.236
2024,4578236,Jared Lewis,Long Island University,1.928,3.855
2024,4579073,Tommy Schuster,Michigan State,-0.051,-1.727
2024,4587295,Trey Lindsey,UAlbany,0.562,11.807
2024,4587700,Dominique Anthony,Morgan State,0.295,1.475
2024,4587721,Daniel Greek,Tarleton State,0.379,14.034
2024,4590294,Brady Lichtenberg,Cincinnati,-0.635,-5.082
2024,4592531,Ari Patu,North Alabama,-0.031,-2.372
2024,4592532,Billy Edwards,Maryland,0.205,88.468
2024,4596472,Jalon Daniels,Kansas,0.389,114.309
2024,4597247,Austin Smith,Austin Peay,0.215,68.197
2024,4597499,Mikey Keene,Fresno State,0.23,94.631
2024,4597679,Luke Altmyer,Illinois,0.366,136.843
2024,4600403,Braylon Braxton,Marshall,0.311,64.917
2024,4602898,Chayden Peery,Florida International,-0.129,-1.683
2024,4602968,Nate Hampton,Liberty,-0.414,-3.728
2024,4605998,Logan Fife,Montana,0.378,94.557
2024,4606194,Seth Henigan,Memphis,0.336,165.621
2024,4607891,Ryan Stubblefield,South Carolina State,0.611,20.176
2024,4610131,Parker Navarro,Ohio,0.291,90.231
2024,4612078,JaCobian Morgan,Jackson State,0.438,13.563
2024,4618083,Ethan Hampton,Northern Illinois,0.259,61.026
2024,4678010,Kyron Drones,Virginia Tech,0.254,58.534
2024,4682518,Nick Vattiato,Middle Tennessee,0.197,86.656
2024,4682565,Tyler Macon,Alcorn State,-0.206,-4.125
2024,4682642,D.C. Tabscott,North Alabama,0.589,8.241
2024,4682688,Kaiya Sheron,UT Martin,0.343,17.846
2024,4683012,Eddie Lee Marburger,UTSA,-0.122,-4.874
2024,4683058,Brendan Sullivan,Iowa,0.268,15.568
2024,4683182,Nate Yarnell,Pittsburgh,0.153,27.936
2024,4683218,Zy McDonald,Jackson State,0.529,6.872
2024,4683263,Heinrich Haarberg,Nebraska,0.387,6.584
2024,4683291,Joey Labas,Central Michigan,0.103,17.468
2024,4683311,Sam Vidlak,Stephen F. Austin,0.508,117.409
2024,4683386,William Haskell,Portland State,0.37,7.026
2024,4683423,Riley Leonard,Notre Dame,0.281,116.126
2024,4683451,Cameron Friel,UNLV,0.197,0.983
2024,4683471,Brady Olson,Central Connecticut,0.358,96.564
2024,4683867,Xavier Ward,San José State,-0.307,-0.922
2024,4683912,Hunter Herring,UL Monroe,0.359,1.437
2024,4684003,Tahj Bullock,Akron,0.093,3.902
2024,4684278,Jakolby Longino,Lamar,0.645,30.323
2024,4684502,Justin Lamson,Stanford,-0.196,-10.015
2024,4685166,Jonah Chong,Northern Colorado,-0.322,-7.722
2024,4685186,Tyler Van Dyke,Wisconsin,0.164,11.645
2024,4685252,Henry Belin IV,Duke,0.047,2.102
2024,4685291,Jacurri Brown,UCF,-0.188,-13.374
2024,4685345,JC French,Georgia Southern,0.22,93.536
2024,4685391,Walker Howard,Ole Miss,-1.914,-3.828
2024,4685401,Josh Hoover,TCU,0.452,214.608
2024,4685413,Cade Klubnik,Clemson,0.271,130
2024,4685435,Justyn Martin,UCLA,0.137,4.793
2024,4685440,Kyle Lowe,Georgia State,0.059,0.471
2024,4685454,Jayden Maiava,USC,0.156,25.557
2024,4685459,Nicco Marchiol,West Virginia,0.282,17.209
2024,4685488,MJ Morris,Maryland,0.009,0.627
2024,4685495,Alex Orji,Michigan,-0.013,-0.585
2024,4685497,Maalik Murphy,Duke,0.308,127.703
2024,4685521,Garret Rangel,Oklahoma State,0.273,9.282
2024,4685522,Ty Simpson,Alabama,0.215,5.593
2024,4685574,Conner Weigman,Texas A&M,0.206,24.938
2024,4685578,Gunner Stockton,Georgia,0.125,8.229
2024,4685693,Devin Kargman,Kent State,0.114,9.548
2024,4685694,Steven Angeli,Notre Dame,0.411,16.442
2024,4685696,Beau Pribula,Penn State,0.537,19.346
2024,4685697,Zion Turner,Jacksonville State,-0.315,-0.315
2024,4685740,Max Johnson,North Carolina,-0.241,-5.055
2024,4686096,Hunter Helms,Rhode Island,0.097,12.881
2024,4686788,CJ Harris,California,0.013,0.44
2024,4688380,Cameron Ward,Miami,0.497,232.596
2024,4688717,Draylen Ellis,Tennessee State,0.439,160.355
2024,4689114,Jaxson Dart,Ole Miss,0.562,236.694
2024,4689585,Trexler Ivey,Charlotte,0.084,4.933
2024,4689585,Trexler Ivey,Charlotte,0.084,4.933
2024,4689602,Sean Brown,Towson,0.212,48.225
2024,4689652,Harrison Barker,UAB,1.783,5.348
2024,4690158,Noah Kim,Coastal Carolina,0.245,14.222
2024,4690801,Christian Gelov,Purdue,0.271,0.812
